Canción,Artista,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Try To Be,Blue Hawaii,0.717,0.213,4,-15.064,0,0.0529,0.942,0.00158,0.112,0.109,110.034,audio_features,7biIPXNwf5SgDSlLChMvC6,spotify:track:7biIPXNwf5SgDSlLChMvC6,https://api.spotify.com/v1/tracks/7biIPXNwf5SgDSlLChMvC6,https://api.spotify.com/v1/audio-analysis/7biIPXNwf5SgDSlLChMvC6,232187,4
Generator (Second Floor),Freelance Whales,0.61,0.684,11,-6.381,0,0.027,0.019,0.0742,0.261,0.43,139.038,audio_features,2xIed9JHx5IuZ8T16JGOOM,spotify:track:2xIed9JHx5IuZ8T16JGOOM,https://api.spotify.com/v1/tracks/2xIed9JHx5IuZ8T16JGOOM,https://api.spotify.com/v1/audio-analysis/2xIed9JHx5IuZ8T16JGOOM,271307,4
A Silent Cause,The Paper Kites,0.459,0.213,11,-15.839,1,0.0374,0.934,0.0242,0.112,0.383,88.897,audio_features,4LDOieBPdFL4E8Z5raYuoq,spotify:track:4LDOieBPdFL4E8Z5raYuoq,https://api.spotify.com/v1/tracks/4LDOieBPdFL4E8Z5raYuoq,https://api.spotify.com/v1/audio-analysis/4LDOieBPdFL4E8Z5raYuoq,263827,4
Alive,Graeme James,0.716,0.887,5,-7.738,1,0.0331,0.149,0.332,0.111,0.78,117.021,audio_features,0P3IyyiJecMoAX9Q4cbwHX,spotify:track:0P3IyyiJecMoAX9Q4cbwHX,https://api.spotify.com/v1/tracks/0P3IyyiJecMoAX9Q4cbwHX,https://api.spotify.com/v1/audio-analysis/0P3IyyiJecMoAX9Q4cbwHX,242000,4
Punk Drunk & Trembling,Wild Beasts,0.67,0.674,6,-9.604,1,0.0617,0.47,0.222,0.133,0.351,122.97,audio_features,3UKvS7mLIsv7HvFQHQNRP8,spotify:track:3UKvS7mLIsv7HvFQHQNRP8,https://api.spotify.com/v1/tracks/3UKvS7mLIsv7HvFQHQNRP8,https://api.spotify.com/v1/audio-analysis/3UKvS7mLIsv7HvFQHQNRP8,228413,4
Broadripple Is Burning,Margot & The Nuclear So And So's,0.607,0.43,9,-6.778,1,0.0251,0.105,0.0,0.106,0.289,128.398,audio_features,3EIQofQf9NloNNmvg45MFE,spotify:track:3EIQofQf9NloNNmvg45MFE,https://api.spotify.com/v1/tracks/3EIQofQf9NloNNmvg45MFE,https://api.spotify.com/v1/audio-analysis/3EIQofQf9NloNNmvg45MFE,273173,4
Radar Detector,Darwin Deez,0.752,0.722,4,-5.03,1,0.205,0.107,0.00586,0.193,0.769,96.523,audio_features,2eDRSAU65nsBDlCzde45Vd,spotify:track:2eDRSAU65nsBDlCzde45Vd,https://api.spotify.com/v1/tracks/2eDRSAU65nsBDlCzde45Vd,https://api.spotify.com/v1/audio-analysis/2eDRSAU65nsBDlCzde45Vd,189827,4
Feel Like Makin' Love,D'Angelo,0.913,0.201,0,-9.511,1,0.147,0.0979,0.486,0.0867,0.52,87.373,audio_features,7hzgk557YLr0722EFkmp9Z,spotify:track:7hzgk557YLr0722EFkmp9Z,https://api.spotify.com/v1/tracks/7hzgk557YLr0722EFkmp9Z,https://api.spotify.com/v1/audio-analysis/7hzgk557YLr0722EFkmp9Z,382333,4
Last Words,The Real Tuesday Weld,0.63,0.491,2,-12.095,1,0.0288,0.111,0.185,0.108,0.108,98.048,audio_features,32XCjURMIi6zTRriXP8RF2,spotify:track:32XCjURMIi6zTRriXP8RF2,https://api.spotify.com/v1/tracks/32XCjURMIi6zTRriXP8RF2,https://api.spotify.com/v1/audio-analysis/32XCjURMIi6zTRriXP8RF2,294333,4
Champagne People,Benny Sings,0.673,0.315,0,-8.392,1,0.0335,0.75,0.00183,0.239,0.272,117.464,audio_features,0zRCHQtrCsAaCSvxtexSf0,spotify:track:0zRCHQtrCsAaCSvxtexSf0,https://api.spotify.com/v1/tracks/0zRCHQtrCsAaCSvxtexSf0,https://api.spotify.com/v1/audio-analysis/0zRCHQtrCsAaCSvxtexSf0,235947,3
Spanish Sahara,Foals,0.364,0.565,9,-10.085,0,0.0705,0.0306,0.0371,0.108,0.346,128.219,audio_features,4i3txPQIUV4eC9g9FBpi9I,spotify:track:4i3txPQIUV4eC9g9FBpi9I,https://api.spotify.com/v1/tracks/4i3txPQIUV4eC9g9FBpi9I,https://api.spotify.com/v1/audio-analysis/4i3txPQIUV4eC9g9FBpi9I,409560,4
Worker Bee,Motion City Soundtrack,0.386,0.933,6,-3.455,1,0.176,0.00769,0.0,0.133,0.402,164.418,audio_features,5BeYGBDPpCICt6WwrCaCHL,spotify:track:5BeYGBDPpCICt6WwrCaCHL,https://api.spotify.com/v1/tracks/5BeYGBDPpCICt6WwrCaCHL,https://api.spotify.com/v1/audio-analysis/5BeYGBDPpCICt6WwrCaCHL,145053,4
Manhorse,Husbands,0.514,0.903,6,-4.991,1,0.073,0.00362,0.317,0.337,0.408,175.039,audio_features,31Xlp8YDrHFNN54Y2F8fB8,spotify:track:31Xlp8YDrHFNN54Y2F8fB8,https://api.spotify.com/v1/tracks/31Xlp8YDrHFNN54Y2F8fB8,https://api.spotify.com/v1/audio-analysis/31Xlp8YDrHFNN54Y2F8fB8,184400,4
Not In Love - Radio Version,"Crystal Castles, Robert Smith",0.477,0.98,7,-4.204,0,0.0887,0.000834,0.00963,0.357,0.199,135.902,audio_features,46Xnj8vZFwOZCE4aZNXlTf,spotify:track:46Xnj8vZFwOZCE4aZNXlTf,https://api.spotify.com/v1/tracks/46Xnj8vZFwOZCE4aZNXlTf,https://api.spotify.com/v1/audio-analysis/46Xnj8vZFwOZCE4aZNXlTf,226987,4
Lovers Who Uncover - Crystal Castles Vs. The Little Ones,"The Little Ones, Crystal Castles, Lazar",0.455,0.883,5,-4.98,0,0.0368,0.165,0.00351,0.139,0.323,127.931,audio_features,3YDbCeUmo9V4ZM3c8b8KF0,spotify:track:3YDbCeUmo9V4ZM3c8b8KF0,https://api.spotify.com/v1/tracks/3YDbCeUmo9V4ZM3c8b8KF0,https://api.spotify.com/v1/audio-analysis/3YDbCeUmo9V4ZM3c8b8KF0,311226,4
Your Ex-Lover Is Dead,Stars,0.395,0.5,0,-6.794,1,0.031,0.00268,0.0284,0.207,0.333,153.306,audio_features,5oSSFX46m6u3UFLoouLlTw,spotify:track:5oSSFX46m6u3UFLoouLlTw,https://api.spotify.com/v1/tracks/5oSSFX46m6u3UFLoouLlTw,https://api.spotify.com/v1/audio-analysis/5oSSFX46m6u3UFLoouLlTw,256053,3
Drink Deep,Laura Veirs,0.443,0.554,8,-8.565,1,0.0315,0.869,0.00283,0.171,0.444,124.247,audio_features,0HSSgiQmmv0mQg4LiQhTbj,spotify:track:0HSSgiQmmv0mQg4LiQhTbj,https://api.spotify.com/v1/tracks/0HSSgiQmmv0mQg4LiQhTbj,https://api.spotify.com/v1/audio-analysis/0HSSgiQmmv0mQg4LiQhTbj,276200,3
Time Trades,Jeffrey Lewis,0.683,0.416,9,-12.934,1,0.0545,0.708,1.12e-06,0.165,0.701,144.364,audio_features,21KBEtrQybdzCY2acS1PAu,spotify:track:21KBEtrQybdzCY2acS1PAu,https://api.spotify.com/v1/tracks/21KBEtrQybdzCY2acS1PAu,https://api.spotify.com/v1/audio-analysis/21KBEtrQybdzCY2acS1PAu,206253,4
Little Motel,Modest Mouse,0.616,0.462,0,-9.135,1,0.0271,0.279,0.00473,0.153,0.23,101.983,audio_features,1UR0lWHLSCx2naiD7bq9FW,spotify:track:1UR0lWHLSCx2naiD7bq9FW,https://api.spotify.com/v1/tracks/1UR0lWHLSCx2naiD7bq9FW,https://api.spotify.com/v1/audio-analysis/1UR0lWHLSCx2naiD7bq9FW,284187,4
Lying to You,Keaton Henson,0.392,0.183,5,-14.37,1,0.0602,0.929,0.00033,0.0898,0.0578,104.128,audio_features,2cLG5TbzZoHiKbHETnvIGv,spotify:track:2cLG5TbzZoHiKbHETnvIGv,https://api.spotify.com/v1/tracks/2cLG5TbzZoHiKbHETnvIGv,https://api.spotify.com/v1/audio-analysis/2cLG5TbzZoHiKbHETnvIGv,318960,4
Hall,Baths,0.261,0.764,8,-6.621,1,0.224,0.0217,0.301,0.45,0.538,134.859,audio_features,3ZRbP0biQ1e6cjokeR1eSI,spotify:track:3ZRbP0biQ1e6cjokeR1eSI,https://api.spotify.com/v1/tracks/3ZRbP0biQ1e6cjokeR1eSI,https://api.spotify.com/v1/audio-analysis/3ZRbP0biQ1e6cjokeR1eSI,211600,3
Roll Bus Roll,Jeffrey Lewis,0.516,0.548,9,-10.317,1,0.06,0.731,3.6e-05,0.111,0.381,134.729,audio_features,2I3GqzeBrDexksDBR6v9CQ,spotify:track:2I3GqzeBrDexksDBR6v9CQ,https://api.spotify.com/v1/tracks/2I3GqzeBrDexksDBR6v9CQ,https://api.spotify.com/v1/audio-analysis/2I3GqzeBrDexksDBR6v9CQ,292333,4
21st Century Pop Song,Hymie's Basement,0.538,0.788,7,-8.664,1,0.0414,0.000705,6.64e-06,0.207,0.44,159.976,audio_features,32m6vHuvxQPGUH4HGnxuym,spotify:track:32m6vHuvxQPGUH4HGnxuym,https://api.spotify.com/v1/tracks/32m6vHuvxQPGUH4HGnxuym,https://api.spotify.com/v1/audio-analysis/32m6vHuvxQPGUH4HGnxuym,269760,4
Don't Haunt This Place,The Rural Alberta Advantage,0.637,0.838,8,-8.985,1,0.205,0.0375,0.0,0.0704,0.747,168.067,audio_features,4nVfmii8T3OKMm8zRBPCiO,spotify:track:4nVfmii8T3OKMm8zRBPCiO,https://api.spotify.com/v1/tracks/4nVfmii8T3OKMm8zRBPCiO,https://api.spotify.com/v1/audio-analysis/4nVfmii8T3OKMm8zRBPCiO,155373,4
Folk-Metaphysics,Milo,0.606,0.53,9,-11.066,0,0.36,0.331,0.0,0.0857,0.166,109.236,audio_features,7kj65lgrESm8DDmuRRII1V,spotify:track:7kj65lgrESm8DDmuRRII1V,https://api.spotify.com/v1/tracks/7kj65lgrESm8DDmuRRII1V,https://api.spotify.com/v1/audio-analysis/7kj65lgrESm8DDmuRRII1V,281854,4
When I'm Small,Phantogram,0.646,0.758,10,-4.34,1,0.0314,0.191,0.097,0.103,0.424,91.998,audio_features,0PERS23jNsjcjBywXLvpyc,spotify:track:0PERS23jNsjcjBywXLvpyc,https://api.spotify.com/v1/tracks/0PERS23jNsjcjBywXLvpyc,https://api.spotify.com/v1/audio-analysis/0PERS23jNsjcjBywXLvpyc,249067,4
Daft Punk,Pentatonix,0.717,0.621,11,-7.588,0,0.0605,0.00403,0.0,0.144,0.72,133.014,audio_features,6ukvsBzq4d1vBsAUmz7ZVt,spotify:track:6ukvsBzq4d1vBsAUmz7ZVt,https://api.spotify.com/v1/tracks/6ukvsBzq4d1vBsAUmz7ZVt,https://api.spotify.com/v1/audio-analysis/6ukvsBzq4d1vBsAUmz7ZVt,248560,4
YEAH RIGHT,Joji,0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,audio_features,1VGzxJnVQND7Cg5H5wGj14,spotify:track:1VGzxJnVQND7Cg5H5wGj14,https://api.spotify.com/v1/tracks/1VGzxJnVQND7Cg5H5wGj14,https://api.spotify.com/v1/audio-analysis/1VGzxJnVQND7Cg5H5wGj14,174358,4
Allen Page's Midnight Ride,Panucci's Pizza,0.558,0.448,5,-6.522,1,0.041,0.506,0.0,0.0898,0.159,117.984,audio_features,2EYMmP358cUvHnTUHh8dJQ,spotify:track:2EYMmP358cUvHnTUHh8dJQ,https://api.spotify.com/v1/tracks/2EYMmP358cUvHnTUHh8dJQ,https://api.spotify.com/v1/audio-analysis/2EYMmP358cUvHnTUHh8dJQ,114590,3
This Bitter Pill,Dashboard Confessional,0.544,0.38,6,-9.219,1,0.0251,0.643,0.0,0.115,0.39,63.33,audio_features,3tEJXdNmXzu5Pcrgq9IKjv,spotify:track:3tEJXdNmXzu5Pcrgq9IKjv,https://api.spotify.com/v1/tracks/3tEJXdNmXzu5Pcrgq9IKjv,https://api.spotify.com/v1/audio-analysis/3tEJXdNmXzu5Pcrgq9IKjv,193773,4
Love Yourself,Dashboard Confessional,0.59,0.311,6,-10.394,1,0.0325,0.875,0.0363,0.0959,0.538,81.951,audio_features,3ZuocMfgdJiiqRZKerYXBN,spotify:track:3ZuocMfgdJiiqRZKerYXBN,https://api.spotify.com/v1/tracks/3ZuocMfgdJiiqRZKerYXBN,https://api.spotify.com/v1/audio-analysis/3ZuocMfgdJiiqRZKerYXBN,312224,4
